column;Symbol;Year;stockPrice;Sector;numberOfShares;cashAndCashEquivalents;shortTermInvestments;netReceivables;inventory;otherCurrentAssets;propertyPlantEquipmentNet;goodwill;intangibleAssets;longTermInvestments;otherNonCurrentAssets;accountPayables;shortTermDebt;longTermDebt;deferredRevenueNonCurrent;taxPayables;deferredRevenue;otherCurrentLiabilities;deferredTaxLiabilitiesNonCurrent;otherLiabilities;capitalLeaseObligations;preferredStock;commonStock;accumulatedOtherComprehensiveIncomeLoss;othertotalStockholdersEquity;revenue;costOfRevenue;researchAndDevelopmentExpenses;generalAndAdministrativeExpenses;sellingAndMarketingExpenses;sellingGeneralAndAdministrativeExpenses;operatingExpenses;costAndExpenses;interestIncome;depreciationAndAmortization;operatingIncome;operatingIncomeRatio;ebitdaratio;incomeBeforeTaxRatio;netIncomeRatio;epsdiluted
11;AOS;2015;38,305;1;175896866;323600000;321600000;501400000;222900000;85800000;442700000;420900000;291000000;0;36600000;424900000;12900000;236100000;0;0;0;215400000;21300000;0;0;0;148100000;-313400000;256900000;2536500000;1526700000;0;0;0;610700000;610700000;2137400000;0;7400000;63000000;399100000;0,15734279519022276;0,18643800512517247;0,15868322491622314;0,11153163808397398;1,58
12;AOS;2014;28,205;1;178799066;319400000;222500000;475400000;208300000;93400000;427700000;428800000;308500000;0;31300000;393800000;13700000;210100000;0;0;0;197700000;21400000;0;0;0;148200000;-272000000;369600000;2356000000;1496700000;0;0;0;572100000;572100000;2068800000;0;5700000;59800000;287200000;0,12190152801358234;0,14949066213921902;0,12168930390492359;0,08820033955857386;1,14
13;AOS;2013;26,97;1;182478396;380700000;105300000;458700000;193400000;67500000;391300000;433500000;324800000;0;36300000;387100000;14200000;177700000;0;0;0;189600000;21000000;0;0;0;148500000;-259100000;457100000;2153800000;1380000000;0;0;0;524500000;524500000;1904500000;0;5700000;59700000;249300000;0,11574890890519082;0,14012443123781224;0,10975949484631814;0,07879097409230197;0,915
14;AOS;2012;15,7675;1;184853376;266900000;196000000;425400000;163400000;55500000;345700000;435400000;338700000;0;36200000;328900000;18600000;225100000;0;0;0;151500000;0;0;0;0;74300000;-320500000;585200000;1939300000;1287300000;0;0;0;450500000;450500000;1737800000;0;9200000;54600000;201500000;0,10390347032434384;0,1514463981849121;0,12055896457484659;0,08183365131748568;0,8525
15;ABT;2018;72,33;2;1755619422;3844000000;242000000;5182000000;3796000000;1568000000;7563000000;23254000000;18942000000;897000000;17000000;2975000000;207000000;19359000000;0;305000000;0;5525000000;2056000000;0;0;0;23512000000;-7586000000;-9962000000;30578000000;12706000000;2300000000;9744000000;0;9744000000;14222000000;26928000000;105000000;826000000;3278000000;3650000000;0,11936686506638759;0,22928249067957354;0,09395643927006345;0,0774412976649879;1,33
16;ABT;2017;57,07;2;1743602469;9407000000;203000000;5249000000;3601000000;1687000000;7607000000;24020000000;21473000000;883000000;176000000;2402000000;714000000;27210000000;0;309000000;0;5487000000;2006000000;0;0;0;23206000000;-6062000000;-10225000000;27390000000;12337000000;2235000000;9117000000;0;9117000000;13327000000;25664000000;124000000;904000000;3021000000;1726000000;0,06301569916027748;0,22928075940124132;0,0814530850675429;0,01741511500547645;0,27
17;ABT;2016;38,41;2;1472869205;18620000000;155000000;3248000000;2434000000;2319000000;5705000000;7683000000;4539000000;2947000000;2753000000;1178000000;1325000000;20681000000;0;188000000;0;3969000000;356000000;0;0;0;13027000000;-7263000000;-10791000000;20853000000;9024000000;1422000000;6672000000;0;6672000000;8644000000;17668000000;99000000;431000000;1353000000;3185000000;0,15273581738838538;0,1694720184146166;0,06776003452740613;0,0671366230278617;0,94
18;ABT;2015;44,91;2;1472665052;5001000000;1124000000;3418000000;2599000000;2013000000;5730000000;9638000000;5562000000;4041000000;2000000;1081000000;3130000000;5871000000;0;430000000;0;4545000000;808000000;0;0;0;12734000000;-6658000000;-10622000000;20405000000;8747000000;1405000000;6785000000;0;6785000000;8791000000;17538000000;105000000;163000000;1472000000;2867000000;0,1405047782406273;0,32516540063709876;0,15599117863268808;0,21676059789267335;2,92
19;ABT;2014;45,02;2;1508035434;4063000000;397000000;3586000000;2643000000;4572000000;5935000000;10067000000;6198000000;229000000;1934000000;1064000000;4437000000;3408000000;0;270000000;0;4761000000;860000000;0;0;0;12383000000;-5053000000;-8678000000;20247000000;9218000000;1345000000;6530000000;0;6530000000;8430000000;17648000000;77000000;150000000;1548000000;2599000000;0,12836469600434633;0,23603496814342867;0,12436410332394923;0,11280683558057984;1,49
20;ABT;2013;38,33;2;1548098286;3475000000;4623000000;3986000000;2693000000;4470000000;5905000000;9772000000;5735000000;119000000;66000000;1026000000;3173000000;3388000000;0;175000000;0;5133000000;466000000;0;0;0;12048000000;-2012000000;-6844000000;21848000000;10040000000;1452000000;6936000000;0;6936000000;9179000000;19219000000;67000000;157000000;1719000000;2629000000;0,12033138044672281;0,21008787989747346;0,11538813621384109;0,11790552911021604;1,62
21;ABT;2012;31,4268;2;1576667492;10802163000;4371821000;7612860000;3792313000;4743426000;8063047000;15774127000;8588285000;273595000;0;1796990000;2390662000;18085302000;0;655424000;0;8437100000;710000000;0;0;0;11754552000;-3593678000;-5590909000;39873910000;15119718000;4322182000;12059495000;0;12059495000;16381677000;31501395000;79225000;592403000;2783207000;8084515000;0,2027519999919747;0,24171755416010118;0,15706044378391784;0,14954440133912125;3,72
22;ABBV;2018;92,19;2;1478824398;7289000000;772000000;5384000000;1605000000;1895000000;2883000000;15663000000;21233000000;1420000000;1208000000;1546000000;5308000000;35002000000;0;0;0;10385000000;1067000000;0;0;0;18000000;-2480000000;-9352000000;32753000000;7718000000;10753000000;7399000000;0;7399000000;18652000000;26370000000;204000000;1348000000;1765000000;6383000000;0,1948829114890239;0,2537172167435044;0,1586724880163649;0,17363294965346684;3,66
23;ABBV;2017;96,71;2;1592131025;9303000000;486000000;5088000000;1605000000;4741000000;2803000000;15785000000;27559000000;2090000000;1326000000;1474000000;6415000000;30953000000;0;0;0;8752000000;2490000000;0;0;0;18000000;-2727000000;2347000000;28216000000;7040000000;5309000000;6275000000;0;6275000000;11584000000;18624000000;146000000;1150000000;1501000000;9592000000;0,33994896512616957;0,3678055004252906;0,27385171533881486;0,1881556563651829;3,3
24;ABBV;2016;62,62;2;1592512724;5100000000;1323000000;4758000000;1444000000;3562000000;2604000000;15416000000;28897000000;1783000000;1212000000;1407000000;402000000;36440000000;0;0;0;7972000000;6890000000;0;0;0;18000000;-2586000000;2826000000;25638000000;5833000000;4566000000;5855000000;0;5855000000;10421000000;16254000000;82000000;1047000000;1189000000;9384000000;0,36601919026445123;0,39472657773617287;0,30751228644980105;0,23219439893907481;3,63
25;ABBV;2015;59,24;2;1609892935;8399000000;8000000;4730000000;1719000000;1458000000;2565000000;13168000000;19709000000;145000000;1149000000;1597000000;2431000000;29240000000;0;0;0;6866000000;5276000000;0;0;0;17000000;-2561000000;4241000000;22859000000;4500000000;4435000000;6387000000;0;6387000000;10822000000;15322000000;33000000;719000000;836000000;7537000000;0,32971696049695964;0,35872085393061814;0,29069513102060457;0,22503171617306095;3,13
26;ABBV;2014;65,44;2;1591389331;8348000000;26000000;4291000000;1124000000;2299000000;2485000000;5862000000;1513000000;92000000;1507000000;881000000;4446000000;10565000000;0;0;0;6073000000;630000000;0;0;0;16000000;-2031000000;3222000000;19960000000;4426000000;3649000000;7724000000;0;7724000000;12123000000;16549000000;38000000;429000000;786000000;3411000000;0,17089178356713428;0,17955911823647294;0,118687374749499;0,08887775551102205;1,1
27;ABBV;2013;52,81;2;1587360562;9595000000;300000000;4803000000;1150000000;2000000000;2298000000;6277000000;1890000000;118000000;767000000;933000000;431000000;14292000000;0;0;0;5515000000;570000000;0;0;0;16000000;-442000000;3351000000;18790000000;4581000000;3193000000;5352000000;0;5352000000;8545000000;13126000000;21000000;299000000;897000000;5664000000;0,30143693453964876;0,3474188398084087;0,2837679616817456;0,21969132517296433;2,56
28;ABBV;2012;35,12;2;1577000000;5901000000;2075000000;4298000000;1091000000;1989000000;2247000000;6130000000;2323000000;119000000;835000000;556000000;1042000000;14630000000;0;0;0;5178000000;360000000;0;0;0;3713000000;-350000000;0;18380000000;4508000000;3066000000;4989000000;0;4989000000;8055000000;12563000000;20000000;104000000;1150000000;5817000000;0,31648531011969533;0,3797062023939064;0,3114798694232862;0,2869967355821545;3,35
29;ACN;2018;169,070007;3;628451742;5061360000;3192000;7496368000;0;1024639000;1264020000;5383012000;687110000;215532000;1227043000;1348802000;5337000;19676000;618124000;497885000;2837682000;5462045000;125729000;0;0;0;72000;-1576171000;3988439000;41603428000;29160515000;0;2403315000;4198557000;6601872000;6601872000;35762387000;56337000;19539000;926776000;5841041000;0,14039807008210958;0,15863406736579494;0,1396061161113935;0,0975858768176507;6,34
30;ACN;2017;130,759995;3;620104250;4126860000;3011000;6885257000;0;1082161000;1140598000;5002352000;710382000;211610000;1312758000;1525065000;2907000;22163000;663248000;1091876000;2669520000;4534911000;137098000;0;0;0;71000;-1094784000;2962335000;36765478000;25734986000;0;2643570000;3754313000;6397883000;6397883000;32132869000;37940000;15545000;801789000;4632609000;0,12600431850770444;0,14262246230009576;0,12555343357700938;0,093706084822289;5,44
31;ACN;2016;115;3;624797820;4905609000;2875000;6222399000;0;845339000;956542000;3609437000;510151000;198633000;1280707000;1280821000;2773000;24457000;754812000;721322000;2364728000;4509280000;111020000;0;0;0;72000;-1661720000;1336950000;34797661000;24520234000;0;1886543000;3580439000;5466982000;5466982000;29987216000;30484000;16258000;729052000;4810445000;0,13824046966834927;0,1756201659646032;0,16103300736219023;0,11816575832496327;6,45
32;ACN;2015;94,269997;3;626799586;4360766000;2448000;5725424000;0;1490756000;801884000;2929833000;464907000;45027000;1170994000;1151464000;1848000;25587000;524455000;836177000;2251617000;4291093000;113590000;0;0;0;76000;-1411972000;-5924387000;32914424000;23105185000;0;1868325000;3505045000;5373370000;5373370000;28478555000;33991000;14578000;645923000;4435869000;0,13476975930066404;0,14737681570851732;0,13399991444480389;0,09277333852173746;4,76
33;ACN;2014;81,059998;3;634216250;4921305000;2602000;5663334000;0;1317201000;793444000;2395894000;397880000;66783000;1219904000;1064228000;330000;26403000;544831000;715704000;2348034000;4029783000;198734000;0;0;0;76000;-871948000;-5154224000;31874678000;22190212000;0;1819136000;3582833000;5401969000;5401969000;27592181000;30370000;17621000;620743000;4300512000;0,13491938647976304;0,1475028234010709;0,1348311973535858;0,09228322243757255;4,52
34;ACN;2013;72,25;3;645536995;5631885000;2525000;4846574000;0;1363194000;779675000;1818586000;0;43631000;1362412000;961851000;0;25600000;517397000;575248000;2230615000;4393276000;174818000;0;0;0;75000;-1052746000;-4056987000;30394285000;21010110000;0;1835646000;3481891000;5317537000;5317537000;26327647000;32893000;14035000;593028000;4338680000;0,14274657225856768;0,15376956556142052;0,14276677342467506;0,10797681208819356;4,93
35;ACN;2012;61,599998;3;643132601;6640526000;2261000;4480711000;0;1464433000;779494000;1215383000;0;28180000;1245662000;903847000;11000;22000;553764000;571149000;2275052000;4359146000;105544000;0;0;0;74000;-678148000;-3080335000;29777985000;20790284000;0;1810984000;3303478000;5114462000;5114462000;25904746000;42550000;15061000;593545000;3871548000;0,13001376688180882;0,1424326394146548;0,13110940851101913;0,08575160475095947;3,84
36;ATVI;2018;46,57;4;762000000;4225000000;0;1035000000;43000000;803000000;282000000;9762000000;800000000;0;482000000;253000000;0;2671000000;0;0;1493000000;896000000;18000000;0;0;0;0;-601000000;5400000000;7500000000;2517000000;1101000000;832000000;1062000000;1894000000;2995000000;5512000000;0;0;998000000;1988000000;0,2650666666666667;0,38333333333333336;0,2502666666666667;0,24173333333333333;2,35
37;ATVI;2017;63,32;4;754000000;4713000000;0;918000000;46000000;843000000;294000000;9763000000;1192000000;0;440000000;323000000;0;4390000000;0;0;1929000000;1411000000;21000000;0;0;0;0;-638000000;5184000000;7017000000;2501000000;1069000000;760000000;1378000000;2138000000;3207000000;5708000000;0;0;1199000000;1309000000;0,18654695738919766;0,33490095482399884;0,16403021234145646;0,03890551517742625;0,36
38;ATVI;2016;36,11;4;740000000;3245000000;0;732000000;49000000;804000000;258000000;9768000000;1912000000;0;401000000;222000000;0;4887000000;0;0;1628000000;806000000;44000000;0;0;0;0;-629000000;4879000000;6608000000;2394000000;958000000;634000000;1210000000;1844000000;2802000000;5196000000;0;0;1150000000;1412000000;0,21368038740920098;0,3414043583535109;0,1673728813559322;0,1461864406779661;1,28
39;ATVI;2015;38,71;4;728000000;1823000000;8000000;679000000;128000000;749000000;189000000;7095000000;562000000;9000000;3734000000;284000000;0;4079000000;0;0;1702000000;625000000;10000000;0;0;0;0;-633000000;4605000000;4664000000;1585000000;646000000;380000000;734000000;1114000000;1760000000;3345000000;0;0;494000000;1319000000;0,2828044596912521;0,3462692967409949;0,2403516295025729;0,19125214408233276;1,21
40;ATVI;2014;20,15;4;716000000;4848000000;10000000;659000000;123000000;1279000000;157000000;7086000000;500000000;9000000;85000000;325000000;0;4324000000;0;0;1797000000;592000000;114000000;0;0;0;0;-303000000;4162000000;4408000000;1525000000;571000000;417000000;712000000;1129000000;1700000000;3225000000;4000000;208000000;346000000;1183000000;0,2683756805807623;0,3482304900181488;0,22254990925589838;0,18942831215970962;1,15
41;ATVI;2013;17,83;4;1024000000;4410000000;21000000;515000000;171000000;1124000000;138000000;7092000000;497000000;9000000;35000000;355000000;25000000;4668000000;0;0;1389000000;636000000;20000000;0;0;0;0;68000000;3868000000;4583000000;1531000000;584000000;490000000;606000000;1096000000;1680000000;3211000000;5000000;58000000;315000000;1372000000;0,2993672267073969;0,36919048658084225;0,28780274929085753;0,22037966397556186;0,98
42;ATVI;2012;10,62;4;1112000000;3959000000;416000000;707000000;209000000;983000000;141000000;7106000000;660000000;8000000;11000000;343000000;0;0;0;0;1657000000;652000000;25000000;0;0;0;0;-26000000;9450000000;4856000000;1662000000;604000000;561000000;578000000;1139000000;1743000000;3405000000;6000000;1000000;328000000;1451000000;0,2988056013179572;0,367998352553542;0,3002471169686985;0,23661449752883032;1,03
43;ADM;2018;40,97;5;559000000;1997000000;6000000;3844000000;8813000000;5928000000;9953000000;2496000000;1545000000;5324000000;927000000;3545000000;690000000;7698000000;0;98000000;5129000000;2412000000;1067000000;0;0;0;2560000000;-2106000000;0;64341000000;60160000000;0;0;0;2165000000;2165000000;62325000000;162000000;364000000;941000000;2016000000;0,03133305357392642;0,05222175595654404;0,032016909901928785;0,028131362583733544;3,19
44;ADM;2017;40,08;5;557000000;804000000;0;3762000000;9173000000;6186000000;10138000000;2374000000;1544000000;5180000000;802000000;3894000000;870000000;6623000000;0;0;5762000000;2044000000;1053000000;0;0;0;2398000000;-1637000000;0;60828000000;57322000000;0;0;0;1993000000;1993000000;59315000000;106000000;330000000;924000000;1513000000;0,024873413559544946;0,0469520615506017;0,026451634115867692;0,02622147695140396;2,79
45;ADM;2016;45,65;5;573000000;619000000;296000000;4405000000;8831000000;6894000000;9758000000;2246000000;1457000000;4684000000;579000000;3606000000;427000000;6504000000;0;0;6223000000;2917000000;1669000000;0;0;0;2327000000;-2598000000;0;62346000000;58662000000;0;0;0;2045000000;2045000000;60707000000;92000000;293000000;900000000;1639000000;0,0262887755429378;0,04821480127033009;0,029224007955602604;0,020514547845892277;2,16
46;ADM;2015;36,68;5;595000000;910000000;438000000;4660000000;8243000000;7578000000;9853000000;2185000000;1503000000;4340000000;447000000;3474000000;98000000;5779000000;0;0;6972000000;2961000000;1563000000;0;0;0;3180000000;-2146000000;0;67702000000;63682000000;0;0;0;2010000000;2010000000;65692000000;71000000;308000000;882000000;2010000000;0,029688930903075242;0,05135741927860329;0,03373607869782281;0,027310862308351305;2,98
47;ADM;2014;52;5;637000000;1099000000;515000000;4638000000;9374000000;10402000000;9960000000;2010000000;1273000000;4377000000;379000000;4326000000;132000000;5558000000;0;0;5874000000;5270000000;1662000000;0;0;0;5115000000;-1241000000;0;81201000000;76433000000;0;0;0;1907000000;1907000000;78340000000;92000000;337000000;894000000;2861000000;0,035233556236992154;0,05364465954852773;0,038546323321141364;0,027684388123298972;3,43
48;ADM;2013;43,4;5;659000000;3121000000;433000000;5098000000;11441000000;8437000000;10137000000;562000000;197000000;3848000000;478000000;4513000000;1523000000;5347000000;0;0;4832000000;4790000000;1448000000;0;0;0;6136000000;-57000000;0;89804000000;85915000000;0;0;0;1759000000;1759000000;87674000000;102000000;413000000;909000000;2130000000;0,023718319896663845;0,03712529508707853;0,02253797158255757;0,014943655071043607;2,02
49;ADM;2012;29,52;5;659000000;1291000000;176000000;3439000000;12192000000;9856000000;9812000000;603000000;0;4184000000;0;2474000000;3785000000;6535000000;0;0;0;8367000000;783000000;0;0;0;0;-907000000;6102000000;89038000000;85370000000;0;0;0;1626000000;1626000000;86996000000;112000000;441000000;848000000;2042000000;0,022934028167748602;0,0340865697791954;0,019822996922662234;0,013735708349244143;1,84
50;ADBE;2018;250,89;3;490564000;1642775000;1586187000;1315578000;0;312499000;1075072000;10581048000;2069001000;0;186522000;186258000;0;4124800000;137630000;93234000;2915974000;1105660000;46702000;0;0;0;61000;-148130000;-2305414000;9030008000;1194999000;1537812000;744898000;2620829000;3365727000;4994640000;6189639000;92540000;89242000;346492000;2840369000;0,31454778334637135;0,35765306077248216;0,30939906144047713;0,28690716553075035;5,2
51;ADBE;2017;179,52;3;493632000;2306072000;3513702000;1217968000;0;210071000;936976000;5821561000;385658000;0;143548000;113538000;0;1881421000;88592000;63746000;2405950000;944223000;279941000;0;0;0;61000;-111821000;-1002241000;7301505000;1010491000;1224059000;624706000;2197592000;2822298000;4122919000;5133410000;66069000;74402000;325997000;2168095000;0,2969380970087674;0,3476050485482103;0,29276717608219127;0,232000662877037;3,38
52;ADBE;2016;99,73;3;498345000;1011315000;3749985000;833033000;0;245441000;816264000;5406474000;414405000;80439000;149758000;88024000;0;1902068000;69131000;81475000;1945619000;696517000;217660000;0;0;0;61000;-173602000;-516141000;5854430000;819908000;975987000;577710000;1910197000;2487907000;3542428000;4362336000;47340000;70442000;331535000;1493602000;0,2551233851971926;0,3137991230572404;0,24513710130619035;0,19964061403074254;2,32
53;ADBE;2015;92,17;3;498764000;876560000;3111524000;672006000;0;161802000;787421000;5366881000;510007000;80439000;159832000;93307000;0;1907231000;51094000;34161000;1434200000;651888000;208209000;0;0;0;61000;-169080000;-82832000;4795511000;744317000;862730000;531919000;1683242000;2215161000;3146540000;3890857000;28759000;64184000;339473000;903095000;0,18832091095192985;0,2663820393697356;0,18220811087702646;0,13127923176487344;1,24
54;ADBE;2014;73,68;3;497867000;1117400000;2622091000;591800000;0;271037000;785123000;4721962000;469662000;80439000;126315000;68377000;603229000;911086000;57401000;48578000;1097923000;676328000;342315000;0;0;0;61000;-8094000;-140356000;4147065000;622080000;844353000;543332000;1652308000;2195640000;3092417000;3714497000;21355000;59732000;313590000;412685000;0,09951254682528488;0,17716095600141304;0,0871401822734874;0,06471926531173251;0,5
55;ADBE;2013;56,78;3;501372000;834556000;2339196000;599820000;0;272357000;659774000;4771981000;605254000;207239000;90121000;62096000;14676000;1499297000;53268000;28447000;775544000;644885000;375634000;0;17945000;0;61000;46103000;-250494000;4055240000;586557000;826631000;520124000;1620454000;2140578000;3019463000;3606020000;21887000;67508000;321227000;422723000;0,1042411793136781;0,1836823467908188;0,08782242234738265;0,0715087146506742;0,56
56;ADBE;2012;34,61;3;494731000;1425052000;2113301000;617233000;0;175774000;664302000;4133259000;545036000;207239000;93327000;49759000;11217000;1496938000;58102000;76050000;561463000;573263000;265106000;0;12843000;0;61000;30712000;-368594000;4403677000;483782000;742823000;434982000;1516159000;1951141000;2742621000;3226403000;24549000;67487000;299766000;1180191000;0,26800126348957926;0,33745594874465135;0,2540590511066093;0,18910901049282225;1,66
57;ADP;2018;134,14;1;440600000;2170000000;0;1984200000;0;27895800000;793000000;2243500000;886400000;0;1115800000;135400000;0;2002400000;377800000;43900000;226500000;30007800000;107300000;0;0;0;63900000;-680800000;-11194800000;13325800000;7842600000;0;2971500000;0;2971500000;2971500000;10814100000;83500000;102700000;377600000;2045200000;0,15347671434360413;0,19896741659037356;0,16292455237209022;0,12162872022692821;3,66
58;ADP;2017;102,46;1;447800000;2780400000;0;1703600000;0;28174700000;779000000;1741000000;620200000;0;1381100000;149700000;0;2002400000;391400000;49000000;232900000;29384300000;163100000;0;0;0;63900000;-379200000;-10435900000;12379800000;7269800000;0;2783200000;0;2783200000;2783200000;10053000000;76700000;80000000;316100000;1929400000;0,15585065994604114;0,2364497003182604;0,2044540299520186;0,14001841709882226;3,85
59;ADP;2016;91,87;1;457000000;3191100000;23500000;1742800000;0;34543000000;685000000;1682000000;534200000;7800000;1260600000;152300000;0;2007700000;381100000;28200000;233200000;35433700000;251100000;0;0;0;63900000;-215100000;-9370500000;11667800000;6840300000;0;2637000000;0;2637000000;2637000000;9477300000;62400000;56200000;288600000;1813200000;0,15540204665832463;0,22100138843655187;0,19152710879514562;0,12791614528874337;3,25
60;ADP;2015;80,23;1;472600000;1639300000;26600000;1546900000;0;25596400000;672000000;1793500000;503200000;28900000;1303700000;194500000;0;9200000;362700000;27200000;228600000;26663400000;172100000;0;0;0;63900000;-260600000;-8455100000;10938500000;6427600000;0;2496900000;0;2496900000;2496900000;8924500000;56900000;6500000;277900000;1636300000;0,1495908945467843;0,22225167984641403;0,18930383507793574;0,1327878593957124;3,05
61;ADP;2014;69,6049;1;478900000;1983600000;2032200000;1800400000;0;20017200000;777000000;3113800000;632300000;54100000;1641100000;169700000;2173000000;11500000;513200000;20400000;332600000;21212300000;288800000;0;0;0;63900000;178200000;-7204800000;12206500000;7221400000;0;2762400000;0;2762400000;2762400000;9983800000;56200000;6100000;336200000;1849000000;0,15147667226477696;0,21547536148773194;0,18634334166222913;0,12418793265882931;3,14
62;ADP;2013;60,9745;1;482700000;1699100000;28000000;1598300000;0;22875600000;728000000;3052600000;643200000;314000000;1329300000;157300000;245900000;14700000;493200000;39500000;316400000;23973700000;234400000;0;0;0;63900000;15400000;-6909700000;11310100000;6649600000;0;2620600000;0;2620600000;2620600000;9270200000;64500000;9100000;317000000;1619000000;0,1431463912785917;0,21680621745165826;0,18428661108213013;0,12429598323622248;2,89
63;ADP;2012;48,8674;1;487300000;1548100000;30400000;1399300000;0;22177800000;706000000;3155300000;711200000;86900000;1000500000;167700000;0;16800000;468100000;39300000;334100000;22698300000;391300000;0;0;0;63900000;230200000;-6618400000;10665200000;6240000000;0;2466200000;0;2466200000;2466200000;8706200000;85200000;7700000;323300000;1465700000;0,13742827138731575;0,23000975134080937;0,19897423395716912;0,13018977609421295;2,82
